uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
51879,Corentin Tolisso,Normal,N\A,219683,76,14,10,-1,-1,524416,0,0,0,18,16,0,0,0,2,2,52,57,60,70,77,66,75,75,75,75,75,68,76,75,65,75,72,67,77,80,78,73,86,80,75,72,73,72,67,10,10,10,10,10
51880,Aïssatou Tounkara,Normal,N\A,236648,76,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,67,62,52,64,83,70,81,73,73,76,74,35,37,66,42,59,32,30,73,74,75,80,43,74,81,76,36,33,41,10,10,10,10,10
51881,Lucas Tousart,Normal,N\A,227234,76,10,14,-1,-1,10518592,0,0,0,14,19,0,0,0,1,3,52,75,59,65,79,82,82,70,82,68,76,57,60,70,56,71,47,45,75,73,75,75,73,73,77,75,43,39,48,10,10,10,10,10
51882,Bertrand Traoré,Normal,N\A,207948,76,23,12,-1,-1,393216,0,0,0,36,0,0,0,0,3,1,75,77,85,59,74,54,65,68,60,74,54,72,73,85,71,81,73,73,66,66,74,40,73,66,40,37,71,79,69,10,10,10,10,10
51883,Aïssata Traoré,Normal,N\A,267660,76,16,25,27,-1,146866176,0,0,0,28,41,0,0,0,2,3,79,84,85,70,89,77,72,75,75,77,35,78,76,77,69,76,76,58,81,61,73,43,68,61,36,32,64,64,69,10,10,10,10,10
51884,Manuel Trigueros Muñoz,Normal,N\A,206545,76,14,16,-1,-1,0,0,0,0,18,28,0,0,0,3,4,43,46,65,66,60,65,60,75,66,74,73,75,77,77,75,73,68,69,65,79,80,69,78,79,70,65,65,76,65,10,10,10,10,10
51885,Danielle Turner,Normal,N\A,265332,76,5,7,-1,-1,128,0,0,0,11,12,7,0,0,1,3,59,67,65,60,76,79,67,75,78,58,76,54,58,73,72,59,46,69,76,71,78,79,60,71,77,76,48,65,52,10,10,10,10,10
51886,Cengiz Ünder,Normal,N\A,235889,76,23,12,-1,-1,393728,0,0,0,36,26,0,0,0,3,4,79,76,78,81,73,66,60,70,37,74,29,73,76,80,79,78,72,68,60,74,76,43,80,74,33,30,72,84,77,10,10,10,10,10
51887,Myrto Uzuni,Normal,N\A,261204,76,25,12,16,-1,327680,0,0,0,42,44,28,0,0,3,3,79,82,82,74,79,67,63,75,71,80,49,77,72,79,74,81,78,67,71,63,71,22,77,63,22,19,57,66,77,10,10,10,10,10
51888,Branco van den Boomen,Normal,N\A,229158,76,14,10,-1,-1,2097832,0,0,0,21,14,0,0,0,2,4,54,49,58,39,68,68,73,71,76,78,57,74,81,77,86,69,71,80,61,86,83,66,79,86,68,67,72,81,81,10,10,10,10,10
51889,Jan Paul van Hecke,Normal,N\A,258908,76,5,-1,-1,-1,0,0,0,0,11,12,13,0,0,1,3,52,57,54,53,76,68,79,73,81,68,76,34,45,70,32,65,33,64,73,70,76,78,72,70,78,76,28,54,56,10,10,10,10,10
51890,Joël Veltman,Normal,N\A,208004,76,3,5,-1,-1,0,0,0,0,3,12,0,0,0,1,4,55,53,65,66,75,73,72,78,80,80,79,55,55,74,73,68,50,34,74,73,77,81,60,73,80,77,38,51,42,10,10,10,10,10
51891,Bart Verbruggen,Normal,N\A,258498,76,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,3,57,55,52,45,73,30,72,76,17,35,19,4,43,23,10,15,8,15,15,35,40,12,56,35,17,14,6,11,21,78,72,74,81,69
51892,Arthur Vermeeren,Normal,N\A,269859,76,10,14,-1,-1,10240,0,0,0,14,20,0,0,0,2,4,77,74,79,76,68,90,61,68,65,78,75,59,81,78,68,76,48,48,52,78,80,75,66,78,72,66,34,71,60,10,10,10,10,10
51893,Jannik Vestergaard,Normal,N\A,202849,76,5,-1,-1,-1,32784,0,0,0,11,12,0,0,0,1,4,29,34,29,28,72,65,91,73,87,73,73,42,59,63,48,53,34,53,81,75,72,76,83,75,75,72,31,41,59,10,10,10,10,10
51894,Kevin Volland,Normal,N\A,200610,76,25,18,-1,-1,16777220,0,0,0,43,33,0,0,0,2,4,69,70,73,77,82,76,80,74,80,75,45,76,77,78,75,76,75,77,73,73,76,36,85,73,50,38,81,79,72,10,10,10,10,10
51895,Kyle Walker-Peters,Normal,N\A,227927,76,3,-1,-1,-1,0,0,0,0,4,5,0,0,0,2,4,73,76,74,79,73,82,65,74,70,62,73,64,61,76,75,74,44,31,65,64,75,73,52,64,75,72,30,60,32,10,10,10,10,10
51896,Adam Webster,Normal,N\A,207616,76,5,-1,-1,-1,134225920,0,0,0,11,12,13,0,0,1,4,52,55,50,57,80,69,79,75,75,78,76,26,55,72,50,69,30,25,78,73,75,78,37,73,78,75,27,27,24,10,10,10,10,10
51897,Ashleigh Weerden,Normal,N\A,247792,76,27,7,16,-1,17105920,0,0,0,38,7,0,0,0,3,3,83,79,84,93,74,74,64,69,49,72,40,79,69,79,71,81,73,60,56,62,69,38,72,62,24,22,65,65,72,10,10,10,10,10
51898,Danny Welbeck,Normal,N\A,186146,76,25,-1,-1,-1,0,0,0,0,41,42,0,0,0,2,3,54,54,67,64,77,62,73,78,75,78,32,82,74,81,69,76,78,62,77,64,74,43,79,64,39,33,74,61,73,10,10,10,10,10
51899,Timon Wellenreuther,Normal,N\A,223686,76,0,-1,-1,-1,0,9,0,0,2,0,0,0,0,0,4,52,54,45,54,71,37,71,74,25,52,23,20,46,30,9,18,9,14,18,40,34,10,52,40,11,9,10,12,23,77,75,69,76,75
51900,Jessica Wik,Normal,N\A,226976,76,3,5,-1,-1,34816,0,0,0,3,13,0,0,0,2,3,77,75,80,75,77,85,69,75,81,74,69,45,60,63,76,58,30,50,68,55,70,71,39,55,77,74,25,65,54,10,10,10,10,10
51901,Neco Williams,Normal,N\A,243057,76,3,-1,-1,-1,128,0,0,0,5,0,0,0,0,1,3,72,75,73,73,80,74,64,71,66,71,75,62,61,73,74,73,43,55,66,68,73,74,55,68,76,77,36,58,45,10,10,10,10,10
51902,Rachel Williams,Normal,N\A,265263,76,25,-1,-1,-1,0,0,0,0,41,44,0,0,0,2,3,61,64,56,65,80,70,73,69,70,75,42,85,65,78,54,76,76,56,78,53,76,39,80,53,45,34,79,61,63,10,10,10,10,10
51903,Lynn Wilms,Normal,N\A,253417,76,3,7,-1,-1,134226080,0,0,0,5,9,0,0,0,1,3,76,74,73,69,75,77,72,72,70,70,78,67,63,75,77,65,45,53,58,70,72,73,61,70,73,75,50,68,42,10,10,10,10,10
51904,Harry Winks,Normal,N\A,222400,76,10,14,-1,-1,0,0,0,0,16,20,0,0,0,2,3,65,50,76,76,62,76,60,77,79,82,74,67,74,79,66,76,54,68,52,78,83,73,69,78,71,67,53,72,56,10,10,10,10,10
51905,Juliane Wirtz,Normal,N\A,264921,76,14,18,-1,-1,8388608,0,0,0,18,33,0,0,0,2,3,43,49,65,71,63,73,72,76,71,67,78,76,78,72,55,72,69,61,58,77,78,68,61,77,79,64,58,59,60,10,10,10,10,10
51906,Chris Wood,Normal,N\A,192123,76,25,-1,-1,-1,0,0,0,0,44,0,0,0,0,1,3,45,52,49,33,84,63,87,78,77,75,40,79,64,75,46,70,78,64,85,48,72,39,83,48,30,29,75,69,79,10,10,10,10,10
51907,Zaydou Youssouf,Normal,N\A,236830,76,14,10,-1,-1,18874368,0,0,0,18,14,0,0,0,2,3,68,71,72,74,76,80,81,74,79,76,70,76,74,79,62,81,60,68,59,75,78,72,74,75,72,64,59,70,62,10,10,10,10,10
51908,Rodrigo Zalazar,Normal,N\A,251377,76,14,10,18,-1,17105444,0,0,0,22,31,0,0,0,2,3,77,78,85,81,70,84,65,76,77,72,69,74,74,78,67,77,76,73,54,74,76,67,84,74,68,62,68,72,67,10,10,10,10,10
51909,Michael Zetterer,Normal,N\A,227370,76,0,-1,-1,-1,268435584,0,0,0,2,0,0,0,0,0,5,39,44,32,40,66,38,70,76,29,43,21,13,51,29,17,17,16,14,19,64,50,24,61,64,16,12,16,14,15,76,72,81,76,73
51910,Adem Zorgane,Normal,N\A,262925,76,14,10,-1,-1,262784,0,0,0,18,19,16,0,0,2,5,59,52,64,61,75,91,82,74,75,72,70,66,75,77,76,75,69,63,62,77,81,67,79,77,73,68,58,68,66,10,10,10,10,10
51911,Oleksandr Zubkov,Normal,N\A,237055,76,12,23,-1,-1,327680,0,0,0,23,26,36,0,0,3,4,78,87,65,66,72,67,65,74,53,60,34,75,74,76,69,81,74,67,56,69,67,15,78,69,28,24,52,71,55,10,10,10,10,10
53,Vinícius José de Oliveira Júnior,Normal,N\A,238794,90,27,16,25,-1,17694723,0,4194304,0,139,139,41,0,0,4,4,95,95,94,84,74,84,65,86,58,83,26,87,85,90,81,93,89,62,50,77,83,32,81,77,25,18,73,79,71,10,10,10,10,10
54218,Camelia Ceasar,Normal,N\A,266967,77,0,-1,-1,-1,268435584,0,0,0,1,0,0,0,0,0,2,26,24,34,45,46,25,40,71,25,33,10,12,26,26,10,11,7,9,11,23,24,11,59,23,11,8,6,10,22,76,77,78,75,78
54219,Lucia Di Guglielmo,Normal,N\A,266970,77,7,3,-1,-1,0,0,0,0,7,9,3,0,0,1,3,81,81,79,75,86,77,69,74,71,69,73,29,58,77,76,59,32,61,78,70,78,74,37,70,72,70,24,63,56,10,10,10,10,10
54221,Eseosa Aigbogun,Normal,N\A,264987,79,7,-1,-1,-1,6144,0,0,0,8,9,0,0,0,1,3,79,83,72,70,73,76,61,75,70,69,81,59,57,75,74,68,55,49,60,69,76,76,63,69,82,80,55,65,52,10,10,10,10,10
54222,Évelyne Viens,Normal,N\A,261514,81,25,23,-1,-1,16777217,0,0,0,41,43,36,0,0,2,4,83,79,76,78,88,50,79,82,32,66,20,86,59,84,44,80,82,51,74,54,79,19,78,54,21,15,79,50,72,10,10,10,10,10
54223,Benedetta Glionna,Normal,N\A,253742,77,23,12,25,-1,393216,0,0,0,35,36,41,0,0,3,3,85,85,81,80,69,69,59,72,31,60,20,73,76,83,70,79,70,79,50,52,77,16,69,52,16,18,33,74,60,10,10,10,10,10
54233,Julie Pasquereau,Normal,N\A,265893,79,5,-1,-1,-1,134219904,0,0,0,11,13,0,0,0,1,3,44,66,33,44,80,71,87,76,75,72,76,47,53,69,47,58,33,39,80,83,81,80,53,83,83,79,35,50,40,10,10,10,10,10
54237,Valentina Giacinti,Normal,N\A,228168,82,25,-1,-1,-1,0,0,0,0,41,42,0,0,0,2,4,74,72,62,68,88,74,82,85,40,82,20,86,76,83,47,80,87,54,79,57,82,31,75,57,18,23,76,59,73,10,10,10,10,10
54238,Giada Greggi,Normal,N\A,266973,82,14,10,-1,-1,65536,0,0,0,18,21,14,0,0,2,5,83,84,86,80,74,84,63,78,80,78,75,79,85,84,34,83,69,63,58,82,85,77,73,82,79,74,62,57,60,10,10,10,10,10
54239,Emilie Haavi,Normal,N\A,227101,82,27,16,23,-1,131072,0,0,0,38,39,35,0,0,2,4,88,88,92,92,81,86,62,78,64,84,65,79,78,80,86,82,78,71,71,76,80,58,76,76,66,63,72,82,71,10,10,10,10,10
54245,Saki Kumagai,Normal,N\A,226997,83,14,5,10,-1,2109440,0,0,0,19,21,16,0,0,2,4,50,52,56,83,78,76,76,84,83,70,84,84,87,85,60,82,77,66,81,77,85,87,62,77,84,83,20,57,60,10,10,10,10,10
54246,Elena Linari,Normal,N\A,227069,83,5,-1,-1,-1,128,0,0,0,11,13,0,0,0,1,4,73,72,61,62,90,75,83,78,78,69,81,33,44,82,43,60,32,35,84,81,86,83,65,81,85,82,38,30,56,10,10,10,10,10
54268,Manuela Giugliano,Normal,N\A,227095,84,14,10,18,-1,327808,0,0,0,18,21,14,0,0,3,4,80,82,89,90,68,86,64,80,83,76,74,83,85,87,78,85,81,82,47,85,86,74,79,85,76,70,68,80,72,10,10,10,10,10
54295,Julie Rabanne,Normal,N\A,265952,76,3,12,16,-1,67437184,0,0,0,3,23,0,0,0,2,4,70,74,68,65,82,75,77,73,55,75,72,77,75,76,76,75,72,73,73,74,78,71,76,74,76,70,60,66,67,10,10,10,10,10
54300,Louise Fleury,Normal,N\A,265937,79,16,12,27,-1,131072,0,0,0,27,30,26,0,0,3,3,83,86,70,75,74,76,67,74,44,76,42,80,78,81,73,78,75,58,56,72,80,46,74,72,41,35,65,67,60,10,10,10,10,10
54301,Moeka Minami,Normal,N\A,247805,79,5,-1,-1,-1,0,0,0,0,11,13,0,0,0,1,3,59,68,68,60,77,63,76,76,77,63,77,50,44,80,41,66,63,41,73,58,82,88,56,58,78,79,32,25,60,10,10,10,10,10
54341,Joe Cole,Base Hero,N\A,27,87,23,12,18,27,17563680,0,65536,0,137,137,33,40,0,3,4,89,87,90,87,79,82,69,81,64,83,52,80,89,91,87,92,85,86,59,76,87,55,81,76,46,41,82,87,73,10,10,10,10,10
54342,Alan Shearer,Icon,N\A,51,89,25,-1,-1,-1,134742020,0,16,0,144,41,144,0,0,2,3,83,81,70,73,87,83,87,86,79,87,43,91,74,82,76,76,93,85,94,62,82,27,93,62,57,53,92,80,92,10,10,10,10,10
54343,Roy Keane,Icon,N\A,240,86,14,-1,-1,-1,11030528,0,64,0,118,19,118,0,0,1,3,70,73,68,75,77,91,84,90,93,88,92,68,84,84,71,75,69,70,75,86,89,76,63,86,90,85,56,68,68,10,10,10,10,10
54344,Paul Scholes,Icon,N\A,246,88,14,18,-1,-1,82310,0,32,0,121,121,31,0,0,2,4,75,73,70,87,84,92,71,87,87,87,80,90,92,85,87,73,82,71,81,92,91,54,90,92,58,40,83,75,71,10,10,10,10,10
54345,David Beckham,Icon,N\A,250,88,12,14,23,-1,8389283,0,8,0,123,24,123,22,0,2,3,77,82,76,81,81,90,75,90,78,91,68,88,92,88,95,84,80,94,71,93,90,65,86,93,67,61,81,95,88,10,10,10,10,10
54346,Robbie Keane,Base Hero,N\A,330,86,25,-1,-1,-1,16842753,0,2,0,141,43,141,0,0,3,4,88,86,86,86,72,88,71,92,76,87,43,90,81,89,72,87,89,61,72,64,81,50,88,64,41,17,87,81,82,10,10,10,10,10
54347,Lars Ricken,Base Hero,N\A,524,85,18,12,-1,-1,17301504,0,2,0,133,133,26,0,0,2,4,82,84,80,78,77,75,68,87,42,87,61,86,84,83,76,84,85,71,75,77,84,55,82,77,57,51,91,78,75,10,10,10,10,10
54348,Jay-Jay Okocha,Base Hero,N\A,570,88,18,12,25,-1,17104896,0,1048576,0,131,131,25,43,0,4,4,90,84,92,91,54,72,62,83,41,89,46,87,86,92,80,95,78,93,61,78,82,33,88,78,39,33,81,92,84,10,10,10,10,10
54349,Rui Manuel César Costa,Base Hero,N\A,1025,87,18,-1,-1,-1,17629472,0,0,0,131,33,131,0,0,3,4,81,85,84,81,77,86,80,88,54,81,65,86,87,89,85,84,75,92,49,84,88,32,86,84,38,40,78,84,81,10,10,10,10,10
54350,Javier Zanetti,Icon,N\A,1041,89,3,7,14,-1,2110468,0,8388608,0,105,105,9,18,0,1,4,82,83,75,81,50,88,73,87,83,84,89,73,80,88,91,77,58,55,81,84,90,84,71,84,87,85,57,57,65,10,10,10,10,10
54351,Alessandro Nesta,Icon,N\A,1088,89,5,-1,-1,-1,167780352,0,16384,0,111,13,111,0,0,1,3,72,79,56,55,83,72,89,86,85,83,91,36,56,76,53,64,41,32,84,68,77,93,52,68,93,92,42,45,51,10,10,10,10,10
54352,Roberto Baggio,Icon,N\A,1114,91,18,-1,-1,-1,786569,0,65536,0,132,31,132,0,0,4,4,86,82,80,81,64,74,60,87,39,84,36,86,93,94,85,93,86,88,73,88,92,36,72,88,33,32,83,92,84,10,10,10,10,10
54353,Marcel Desailly,Icon,N\A,1116,88,5,10,-1,-1,134275088,0,2048,0,111,111,15,0,0,1,3,80,83,57,56,82,81,90,85,91,90,89,50,71,74,51,59,40,40,87,70,74,90,71,70,87,85,50,48,53,10,10,10,10,10
54354,Fabio Cannavaro,Icon,N\A,1183,89,5,-1,-1,-1,167798784,0,4096,0,112,11,112,0,0,1,3,83,77,82,80,91,76,85,89,83,80,94,35,53,68,57,57,38,36,88,68,71,93,56,68,93,92,41,61,51,10,10,10,10,10
54355,Gianfranco Zola,Icon,N\A,1201,87,18,25,-1,-1,17104904,0,1,0,132,31,132,41,0,3,4,87,83,82,84,51,74,59,88,62,83,32,87,85,89,82,91,90,90,62,81,87,40,88,81,43,36,81,87,86,10,10,10,10,10
54356,Zinedine Zidane,Icon,N\A,1397,94,18,14,-1,-1,17629313,0,32,0,131,131,21,0,0,4,5,84,82,78,85,73,86,86,94,77,96,83,90,96,96,92,96,89,90,86,95,96,62,88,95,76,65,91,87,88,10,10,10,10,10
54357,Ludovic Giuly,Base Hero,N\A,1551,86,12,23,-1,-1,46203393,0,262144,0,126,126,0,0,0,3,4,90,87,88,93,40,85,48,83,52,83,46,80,82,85,82,84,83,72,63,77,84,54,86,77,45,42,90,78,75,10,10,10,10,10
54358,Robert Pirès,Icon,N\A,1605,87,16,12,18,27,4522016,0,1,0,129,129,25,32,0,3,4,86,86,81,76,73,81,63,81,44,83,44,85,88,89,85,88,83,81,55,81,84,31,74,81,36,34,75,84,79,10,10,10,10,10
54359,Emmanuel Petit,Icon,N\A,1620,87,10,7,14,-1,2125860,0,8388608,0,114,114,9,18,0,2,3,75,78,77,71,76,90,86,82,88,85,87,79,75,84,71,70,69,69,77,82,88,82,88,82,88,84,74,71,62,10,10,10,10,10
54360,Thierry Henry,Icon,N\A,1625,91,25,27,-1,-1,21757953,0,131072,0,141,141,39,0,0,3,4,93,93,88,76,69,86,81,90,62,85,51,92,80,92,78,89,93,85,84,74,86,44,87,74,49,43,89,92,84,10,10,10,10,10
54361,Claude Makélélé,Icon,N\A,1668,87,10,12,14,-1,10506240,0,2048,0,114,114,24,19,0,2,3,83,80,83,89,84,90,83,88,87,87,90,59,79,82,69,70,41,34,56,80,87,87,59,80,92,83,40,49,48,10,10,10,10,10
54362,Ole Gunnar Solskjær,Base Hero,N\A,1845,86,25,-1,-1,-1,524288,0,1,0,142,142,0,0,0,2,4,86,84,80,75,67,75,66,90,52,88,41,92,81,86,72,83,91,64,84,69,75,44,84,69,37,41,87,84,82,10,10,10,10,10
54363,Ricardo Alberto Silveira Carvalho,Base Hero,N\A,3622,88,5,-1,-1,-1,167789568,0,8192,0,112,11,112,0,0,1,3,75,78,77,82,88,84,78,86,86,83,88,48,63,79,64,65,53,48,89,77,82,93,64,77,91,89,52,54,52,10,10,10,10,10
54364,Rivaldo Vítor Borba Ferreira,Icon,N\A,4231,90,27,16,18,-1,34340873,0,65536,0,139,139,32,0,0,3,2,86,87,89,78,72,82,79,90,58,91,37,89,87,92,86,92,86,90,74,83,87,37,91,83,42,39,90,93,85,10,10,10,10,10
54365,Hristo Stoichkov,Icon,N\A,4833,89,25,23,27,-1,262153,0,65536,0,141,141,36,39,0,3,3,91,89,88,82,77,84,81,87,91,87,52,90,87,90,84,91,92,88,80,81,83,35,90,81,52,47,90,88,90,10,10,10,10,10
54366,Marcos de Morais,Icon,N\A,5003,91,3,-1,-1,-1,17040384,0,8388608,0,105,6,105,0,0,3,3,91,90,75,79,80,92,83,89,74,87,90,71,82,87,91,86,44,61,78,71,87,88,65,71,90,84,60,75,71,10,10,10,10,10
54367,Michael Owen,Icon,N\A,5419,88,25,-1,-1,-1,4325377,0,2,0,142,41,142,0,0,2,4,90,89,85,84,83,79,61,89,56,82,31,93,71,85,66,89,93,66,82,52,78,28,85,52,30,30,88,71,86,10,10,10,10,10
54368,Bixente Lizarazu,Base Hero,N\A,5454,88,7,-1,-1,-1,37759616,0,16384,0,107,107,0,0,0,2,3,89,85,77,91,72,89,77,86,86,83,85,77,72,86,86,78,47,51,69,85,84,85,77,85,83,87,65,74,68,10,10,10,10,10
54370,Frank Lampard,Icon,N\A,5471,87,14,10,18,-1,18874728,0,4,0,118,118,16,31,0,2,4,75,78,70,71,77,90,78,87,73,87,76,83,82,89,80,84,87,85,68,90,91,70,90,90,73,60,84,82,87,10,10,10,10,10
54371,Iker Casillas Fernández,Icon,N\A,5479,90,0,-1,-1,-1,0,4,536870912,0,102,102,0,0,0,0,3,62,54,66,56,81,44,69,89,30,68,27,18,69,33,29,29,31,27,37,56,59,28,63,56,16,21,27,24,29,90,88,84,93,88
54372,Luís Filipe Madeira Caeiro Figo,Icon,N\A,5589,89,23,12,18,-1,18088460,0,65536,0,135,37,135,23,0,3,4,91,88,89,77,67,85,75,87,75,87,38,88,85,91,90,92,85,81,59,81,88,33,81,81,38,36,77,75,82,10,10,10,10,10
54373,Fernando Morientes Sánchez,Base Hero,N\A,5661,89,25,-1,-1,-1,524306,0,134217728,0,144,42,144,0,0,3,4,82,85,77,74,92,85,90,87,74,87,39,92,83,84,72,84,92,76,96,69,81,36,91,69,42,41,88,69,88,10,10,10,10,10
54374,Jari Litmanen,Base Hero,N\A,5673,88,18,14,-1,-1,16777219,0,524288,0,131,32,131,18,0,2,4,80,84,77,72,62,85,73,92,22,91,44,93,87,90,76,80,88,80,70,79,87,31,82,79,25,28,89,86,87,10,10,10,10,10
54375,Nwankwo Kanu,Base Hero,N\A,5679,86,25,-1,-1,-1,51118112,0,0,0,143,143,0,0,0,2,3,74,83,81,74,56,77,78,87,68,89,36,88,87,89,77,88,88,68,78,68,86,40,83,68,33,27,82,83,86,10,10,10,10,10
54377,Pavel Nedvěd,Icon,N\A,6235,88,16,18,27,-1,9043976,0,4,0,127,29,127,31,0,3,5,84,84,80,77,66,88,71,85,81,82,62,85,87,90,86,89,80,85,74,85,86,61,88,85,51,48,80,84,82,10,10,10,10,10
54378,Freddie Ljungberg,Base Hero,N\A,6975,86,16,12,27,-1,16777378,0,131072,0,129,129,25,0,0,3,4,89,86,84,80,68,86,74,86,73,79,44,84,83,86,81,88,86,78,58,75,84,48,79,75,42,36,70,83,71,10,10,10,10,10
54379,Rio Ferdinand,Icon,N\A,7289,88,5,-1,-1,-1,167822352,0,8192,0,111,13,111,0,0,2,3,83,81,59,56,81,82,86,84,85,88,89,46,54,73,52,54,43,31,85,75,81,91,63,75,91,88,55,52,59,10,10,10,10,10
54380,Hernán Crespo,Icon,N\A,7512,86,25,-1,-1,-1,167772161,0,16,0,142,44,142,0,0,3,4,86,86,86,81,84,76,74,85,48,88,30,87,79,84,73,85,90,64,88,54,71,29,83,54,31,30,83,68,86,10,10,10,10,10
54381,Landon Donovan,Base Hero,N\A,7743,86,18,12,25,-1,17432578,0,0,0,132,132,25,43,0,3,4,88,89,83,83,65,85,64,86,65,81,43,86,85,87,78,84,87,80,70,73,85,47,84,73,42,36,82,78,93,10,10,10,10,10
54382,Andrea Pirlo,Icon,N\A,7763,90,14,10,-1,-1,786440,0,128,0,120,120,16,0,0,4,4,74,72,83,75,57,83,64,93,53,94,77,85,94,93,88,89,76,94,56,94,94,72,79,94,67,64,77,92,89,10,10,10,10,10
54383,Aleksandr Mostovoi,Base Hero,N\A,8385,86,18,16,-1,-1,17039393,0,65536,0,131,32,131,29,0,3,5,79,78,86,78,72,81,74,83,81,84,61,83,87,88,82,90,82,89,79,84,89,62,82,84,58,61,78,84,87,10,10,10,10,10
54384,Tomáš Rosický,Base Hero,N\A,8473,86,18,12,14,-1,17104898,0,32,0,131,131,25,21,0,3,3,85,82,85,86,67,79,63,86,72,86,55,78,88,89,83,88,83,76,54,86,89,58,83,86,58,54,72,84,77,10,10,10,10,10
54385,Samuel Eto'o,Icon,N\A,9676,89,25,-1,-1,-1,17367297,0,4194304,0,141,42,141,0,0,3,4,92,92,87,80,88,87,78,92,75,91,41,91,82,88,75,87,93,83,81,69,82,45,88,69,39,34,87,79,88,10,10,10,10,10
54386,Ruud van Nistelrooy,Icon,N\A,10264,89,25,-1,-1,-1,33718291,0,524288,0,142,142,0,0,0,2,3,83,84,73,71,77,78,83,92,76,83,31,89,69,87,70,82,94,74,87,56,79,28,90,56,37,31,91,77,85,10,10,10,10,10
54387,Xavier Hernández Creus,Icon,N\A,10535,90,14,-1,-1,-1,19136736,0,256,0,121,121,0,0,0,3,3,82,79,87,92,60,88,65,93,55,95,84,90,95,94,87,87,72,84,47,93,94,69,80,93,67,62,67,83,76,10,10,10,10,10
54388,Andriy Shevchenko,Icon,N\A,13128,88,25,23,-1,-1,134348801,0,4,0,141,141,36,0,0,2,4,84,87,79,77,84,75,77,86,60,83,37,92,75,84,62,87,91,88,84,64,73,23,90,64,32,29,86,88,85,10,10,10,10,10
54389,Steven Gerrard,Icon,N\A,13743,88,14,10,-1,-1,16777952,0,4,0,118,21,118,16,0,2,3,77,79,70,70,72,87,80,84,83,83,74,86,87,90,85,83,86,80,72,93,91,74,90,93,77,72,83,82,83,10,10,10,10,10
54390,Dirk Kuyt,Base Hero,N\A,15723,86,18,14,-1,-1,8392208,0,0,0,132,132,0,0,0,2,3,86,83,82,71,81,89,78,89,83,88,69,89,85,86,78,82,91,51,82,79,84,75,87,79,66,57,85,70,90,10,10,10,10,10
54392,Iván Córdoba,Base Hero,N\A,16619,87,5,-1,-1,-1,1040,0,134217728,0,111,12,111,0,0,1,3,87,85,80,91,94,88,84,84,89,82,91,62,46,71,66,57,55,38,92,74,78,88,81,74,90,87,76,38,78,10,10,10,10,10
54394,Juan Román Riquelme,Icon,N\A,23174,88,18,-1,-1,-1,18350124,0,262144,0,131,131,0,0,0,4,4,68,73,79,85,61,71,71,83,50,92,31,82,92,93,88,92,81,90,56,90,91,27,87,90,34,32,76,88,84,10,10,10,10,10
54395,Joan Capdevila Méndez,Base Hero,N\A,25924,86,7,-1,-1,-1,12591108,0,0,0,109,10,109,0,0,2,3,86,83,72,73,77,86,79,88,76,86,86,69,75,83,84,76,66,82,80,82,83,85,86,82,86,80,80,80,74,10,10,10,10,10
54396,Rafael Márquez,Base Hero,N\A,26709,88,5,10,-1,-1,134219912,0,16384,0,112,13,112,15,0,2,3,75,73,63,72,89,84,89,85,88,84,88,49,64,79,66,71,52,82,88,84,81,91,85,84,89,91,48,73,70,10,10,10,10,10
54397,Ronaldo de Assis Moreira,Icon,N\A,28130,93,27,16,18,-1,17629193,0,1048576,0,140,140,31,0,0,4,4,93,90,94,88,85,82,83,92,68,94,31,89,92,95,89,96,92,91,52,85,91,37,86,85,40,31,82,89,86,10,10,10,10,10
54399,Dimitar Berbatov,Base Hero,N\A,30110,87,25,-1,-1,-1,50593792,0,524288,0,142,41,142,0,0,3,3,76,83,84,80,68,76,80,85,58,91,26,88,85,93,76,85,88,81,83,76,84,34,85,76,27,22,87,83,88,10,10,10,10,10
54400,Didier Drogba,Icon,N\A,31432,89,25,-1,-1,-1,136839184,0,4,0,144,41,144,0,0,3,4,88,86,73,70,89,86,93,85,75,85,44,91,77,84,74,79,93,81,94,66,76,36,92,66,38,35,90,73,86,10,10,10,10,10
54401,Ashley Cole,Icon,N\A,34079,86,7,-1,-1,-1,16861696,0,1024,0,107,107,0,0,0,2,2,88,86,81,82,79,89,69,85,83,82,85,75,78,80,83,78,55,62,62,79,80,86,73,79,86,89,70,79,72,10,10,10,10,10
54402,Ronaldo Luís Nazário de Lima,Icon,N\A,37576,94,25,-1,-1,-1,1114113,0,4194304,0,141,141,0,0,0,4,5,95,94,89,83,79,81,83,94,46,89,40,95,80,94,72,96,97,88,84,73,84,36,93,73,40,35,95,85,88,10,10,10,10,10
